job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
services,married,secondary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,45,8.446341450444287,0.6931471805599453,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,58,11.1316211207289,1.9459101490553128,0.0,0.0,no
retired,married,primary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,59,8.106212902619962,2.079441541679836,0.0,0.0,no
retired,divorced,primary,no,yes,no,cellular,31,jul,no_aporto_esta_informacion,no,58,8.67470962929122,1.9459101490553128,0.0,0.0,no
retired,married,primary,no,no,no,cellular,11,mar,success,yes,64,8.119100837637486,0.6931471805599453,4.5217885770490405,0.6931471805599453,no
technician,married,secondary,no,no,no,cellular,5,may,success,yes,47,8.123261319121745,0.6931471805599453,5.83773044716594,0.6931471805599453,no
management,married,tertiary,no,yes,no,cellular,17,jul,no_aporto_esta_informacion,no,40,8.0702808933939,1.0986122886681098,0.0,0.0,no
technician,divorced,secondary,no,yes,yes,cellular,3,apr,otro_resultado,yes,36,8.289288323000317,0.6931471805599453,4.897839799950911,0.6931471805599453,no
management,single,tertiary,no,yes,no,cellular,16,jul,no_aporto_esta_informacion,no,28,8.106212902619962,1.791759469228055,0.0,0.0,yes
technician,single,tertiary,no,yes,no,cellular,1,jun,no_aporto_esta_informacion,no,38,8.113726085970747,1.0986122886681098,0.0,0.0,yes
entrepreneur,married,primary,no,yes,no,cellular,19,nov,otro_resultado,yes,53,8.37770121259764,1.0986122886681098,5.14166355650266,1.3862943611198906,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,46,8.19946419761216,1.9459101490553128,0.0,0.0,no
technician,married,secondary,no,no,no,telephone,16,nov,failure,yes,54,8.106212902619962,0.6931471805599453,4.553876891600541,2.19722457733622,no
management,married,tertiary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,32,8.106212902619962,0.6931471805599453,0.0,0.0,no
management,married,primary,no,no,yes,cellular,2,feb,failure,yes,55,8.277920258172143,0.6931471805599453,5.342334251964811,0.6931471805599453,no
retired,divorced,secondary,no,no,no,cellular,17,jul,no_aporto_esta_informacion,no,55,8.146998697389993,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,yes,telephone,28,jul,no_aporto_esta_informacion,no,56,8.906257878156621,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,no,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,40,9.57491403870827,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,6,feb,failure,yes,44,8.195609567288775,0.6931471805599453,5.537334267018537,0.6931471805599453,no
entrepreneur,married,no_aporto_esta_informacion,no,yes,no,cellular,21,nov,failure,yes,32,8.127995055771946,0.6931471805599453,4.912654885736052,0.6931471805599453,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,33,8.541495483939203,1.6094379124341005,0.0,0.0,no
unemployed,divorced,secondary,no,no,no,cellular,31,jul,no_aporto_esta_informacion,no,41,8.432941638968646,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,12,may,otro_resultado,yes,37,8.12533508671429,1.6094379124341005,5.631211781821365,1.0986122886681098,no
management,single,tertiary,no,yes,no,telephone,11,may,no_aporto_esta_informacion,no,58,8.106816038947052,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,no,yes,cellular,26,aug,no_aporto_esta_informacion,no,52,8.12415060330663,1.0986122886681098,0.0,0.0,no
services,single,secondary,no,no,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,49,8.145549631783584,1.9459101490553128,0.0,0.0,no
housemaid,married,primary,no,no,no,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,44,8.85666093701725,1.3862943611198906,0.0,0.0,no
admin.,single,no_aporto_esta_informacion,no,no,no,cellular,28,sep,no_aporto_esta_informacion,no,28,8.157370441186774,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,yes,cellular,29,aug,no_aporto_esta_informacion,no,31,8.179199798423086,1.0986122886681098,0.0,0.0,no
self-employed,married,secondary,no,yes,no,cellular,31,jul,no_aporto_esta_informacion,no,37,8.918382504661613,2.833213344056216,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,19,feb,no_aporto_esta_informacion,no,30,8.366370301681654,1.0986122886681098,0.0,0.0,no
services,single,secondary,no,no,no,cellular,1,jun,success,yes,28,8.155649270366002,1.3862943611198906,4.948759890378168,1.0986122886681098,yes
services,married,secondary,no,yes,no,cellular,16,apr,failure,yes,46,8.489821994620105,1.0986122886681098,5.010635294096256,2.19722457733622,no
management,married,tertiary,no,yes,no,cellular,21,nov,no_aporto_esta_informacion,no,47,9.307739277963316,1.791759469228055,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,35,8.10258642539079,1.791759469228055,0.0,0.0,no
management,married,primary,no,no,no,telephone,19,oct,no_aporto_esta_informacion,no,80,9.18993356219852,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,yes,yes,no_aporto_esta_informacion,7,may,no_aporto_esta_informacion,no,30,8.12415060330663,1.791759469228055,0.0,0.0,no
technician,single,secondary,no,yes,no,no_aporto_esta_informacion,2,jun,no_aporto_esta_informacion,no,55,8.802973456578423,0.6931471805599453,0.0,0.0,no
student,single,tertiary,no,no,yes,cellular,16,jun,no_aporto_esta_informacion,no,22,8.406485069431817,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,33,8.272315147956022,0.6931471805599453,0.0,0.0,no
entrepreneur,married,no_aporto_esta_informacion,no,no,no,cellular,31,jul,no_aporto_esta_informacion,no,53,8.114623886420098,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,49,8.464846711044029,1.0986122886681098,0.0,0.0,no
retired,married,secondary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,51,8.116715624819111,1.6094379124341005,0.0,0.0,no
self-employed,married,tertiary,no,yes,no,cellular,18,nov,no_aporto_esta_informacion,no,41,9.13938128303569,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,15,jul,no_aporto_esta_informacion,no,34,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,no,no,yes,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,36,8.203851372183879,1.3862943611198906,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,cellular,5,may,failure,yes,35,8.106212902619962,0.6931471805599453,5.1298987149230735,1.6094379124341005,no
services,married,secondary,no,yes,no,cellular,10,jul,no_aporto_esta_informacion,no,29,8.10711747075039,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,24,jul,no_aporto_esta_informacion,no,40,8.23217423638394,0.6931471805599453,0.0,0.0,no
management,divorced,tertiary,no,no,no,cellular,12,aug,no_aporto_esta_informacion,no,32,8.340217320947035,1.9459101490553128,0.0,0.0,yes
blue-collar,married,secondary,no,no,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,48,8.299037181613066,1.0986122886681098,0.0,0.0,no
retired,married,no_aporto_esta_informacion,no,no,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,59,8.3774712482411,0.6931471805599453,0.0,0.0,yes
self-employed,divorced,tertiary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,35,8.448700194970938,1.0986122886681098,0.0,0.0,yes
technician,single,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,33,8.142645185942795,0.6931471805599453,0.0,0.0,no
retired,married,primary,no,no,no,no_aporto_esta_informacion,11,jun,no_aporto_esta_informacion,no,55,9.409928663668856,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,41,8.227909837597483,0.6931471805599453,0.0,0.0,no
housemaid,married,primary,no,no,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,42,9.801842348773928,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,no,no_aporto_esta_informacion,24,jun,no_aporto_esta_informacion,no,46,8.126222529458525,0.6931471805599453,0.0,0.0,no
housemaid,divorced,secondary,no,no,no,cellular,31,jul,no_aporto_esta_informacion,no,35,8.117908942383155,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,28,jan,no_aporto_esta_informacion,no,28,8.136518252115291,1.0986122886681098,0.0,0.0,no
student,single,secondary,no,no,no,cellular,17,apr,failure,yes,25,8.537975730598767,0.6931471805599453,5.777652323222656,1.3862943611198906,no
management,single,tertiary,no,no,no,cellular,29,apr,no_aporto_esta_informacion,no,56,9.832313733081604,1.9459101490553128,0.0,0.0,no
admin.,single,secondary,no,no,no,cellular,25,jul,no_aporto_esta_informacion,no,30,7.893572073504902,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,45,8.140315540159985,1.6094379124341005,0.0,0.0,no
management,married,tertiary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,40,9.55400099583723,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,8,may,failure,yes,40,8.246171559857563,1.0986122886681098,5.700443573390687,1.6094379124341005,no
blue-collar,married,secondary,no,yes,yes,cellular,9,jul,no_aporto_esta_informacion,no,39,8.38022733634308,2.6390573296152584,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,48,8.324821298768782,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,31,8.056109659545061,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,2,feb,no_aporto_esta_informacion,no,32,8.122668023346407,1.3862943611198906,0.0,0.0,no
services,married,secondary,no,yes,yes,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,34,8.268988209506656,1.0986122886681098,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,29,jan,otro_resultado,yes,26,8.234830280442056,0.6931471805599453,5.209486152841421,2.19722457733622,no
management,married,tertiary,no,yes,no,cellular,15,may,otro_resultado,yes,31,8.37216741936598,1.3862943611198906,5.899897353582492,2.302585092994046,no
management,single,tertiary,no,yes,no,cellular,6,may,no_aporto_esta_informacion,no,37,8.249052274171293,0.6931471805599453,0.0,0.0,no
student,single,no_aporto_esta_informacion,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,29,8.739376281635323,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,yes,cellular,7,may,no_aporto_esta_informacion,no,57,10.20924281649528,1.3862943611198906,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,18,nov,no_aporto_esta_informacion,no,47,8.151333337900432,1.0986122886681098,0.0,0.0,no
self-employed,single,secondary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,38,8.403128235128264,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,yes,cellular,18,nov,failure,yes,48,8.390949464841986,0.6931471805599453,5.153291594497779,2.19722457733622,no
management,married,tertiary,no,no,yes,cellular,28,oct,no_aporto_esta_informacion,no,50,8.821437352166997,0.6931471805599453,0.0,0.0,yes
admin.,married,secondary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,33,8.405814603432848,1.0986122886681098,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,28,8.114025442356757,1.0986122886681098,0.0,0.0,no
services,single,secondary,no,no,no,cellular,5,feb,no_aporto_esta_informacion,no,30,8.263848131368906,0.6931471805599453,0.0,0.0,no
technician,divorced,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,52,8.165932137321585,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,20,oct,no_aporto_esta_informacion,no,36,8.24143968982973,0.6931471805599453,0.0,0.0,yes
technician,single,secondary,no,yes,no,cellular,4,feb,failure,yes,36,8.550627967502475,0.6931471805599453,5.613128106388071,0.6931471805599453,no
services,married,secondary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,46,8.37770121259764,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,57,8.789507786736896,1.3862943611198906,0.0,0.0,no
management,single,secondary,no,no,no,cellular,5,jun,no_aporto_esta_informacion,no,28,8.506738733512378,0.6931471805599453,0.0,0.0,yes
services,married,secondary,no,yes,no,cellular,22,jun,otro_resultado,yes,46,8.106212902619962,0.6931471805599453,4.8283137373023015,0.6931471805599453,no
retired,married,primary,no,no,no,cellular,14,aug,no_aporto_esta_informacion,no,55,8.802221746402456,1.6094379124341005,0.0,0.0,yes
management,married,tertiary,no,yes,yes,cellular,15,apr,no_aporto_esta_informacion,no,33,8.900412690577083,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,no,yes,telephone,8,jul,no_aporto_esta_informacion,no,53,8.125926802707886,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,yes,yes,cellular,3,apr,no_aporto_esta_informacion,no,41,8.09376775793108,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,60,8.19891444498699,0.6931471805599453,0.0,0.0,no
entrepreneur,married,primary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,35,8.692490133273228,0.6931471805599453,0.0,0.0,no
blue-collar,divorced,primary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,43,8.120886021092838,0.6931471805599453,0.0,0.0,no
admin.,divorced,primary,no,no,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,57,8.106514516255185,2.3978952727983707,0.0,0.0,no
admin.,married,secondary,no,yes,no,telephone,21,nov,no_aporto_esta_informacion,no,46,8.766082459148864,2.302585092994046,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,31,8.207129168071326,2.302585092994046,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,53,8.125630988477065,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,2,jun,no_aporto_esta_informacion,no,35,8.568646473005153,1.3862943611198906,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,20,nov,no_aporto_esta_informacion,no,32,8.307459327011946,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,yes,cellular,1,jun,no_aporto_esta_informacion,no,48,8.407824654360873,0.6931471805599453,0.0,0.0,yes
admin.,married,secondary,no,yes,no,cellular,21,nov,no_aporto_esta_informacion,no,50,8.173575486634153,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,40,8.400884069015854,0.6931471805599453,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,cellular,5,feb,no_aporto_esta_informacion,no,42,8.17413934342947,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,9,apr,no_aporto_esta_informacion,no,59,8.326516830239528,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,yes,no,no_aporto_esta_informacion,30,jun,no_aporto_esta_informacion,no,27,8.399085102935908,1.6094379124341005,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,32,8.545974992841689,1.0986122886681098,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,13,may,no_aporto_esta_informacion,no,35,8.233503140233994,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,cellular,5,may,failure,yes,28,8.106212902619962,1.0986122886681098,5.641907070938114,2.19722457733622,no
management,divorced,secondary,no,no,no,cellular,29,jan,failure,yes,37,8.22389538017882,1.0986122886681098,5.093750200806762,1.6094379124341005,no
management,married,primary,no,yes,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,57,8.381831553485561,1.6094379124341005,0.0,0.0,no
admin.,single,secondary,no,yes,no,no_aporto_esta_informacion,5,may,no_aporto_esta_informacion,no,42,8.374938143835367,1.0986122886681098,0.0,0.0,no
admin.,married,primary,no,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,55,8.204671828950811,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,15,apr,failure,yes,52,8.567696173589344,1.3862943611198906,5.780743515792329,1.0986122886681098,no
blue-collar,single,secondary,no,yes,yes,cellular,31,jul,no_aporto_esta_informacion,no,26,8.096512917501594,1.9459101490553128,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,52,10.449120317807523,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,8,jul,no_aporto_esta_informacion,no,26,8.206583614320753,0.6931471805599453,0.0,0.0,no
unemployed,married,secondary,no,yes,no,cellular,16,jul,no_aporto_esta_informacion,no,33,8.106816038947052,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,yes,yes,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,24,8.139148678884066,1.6094379124341005,0.0,0.0,no
management,divorced,tertiary,no,yes,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,37,8.155649270366002,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,telephone,18,may,failure,yes,28,8.10711747075039,2.19722457733622,5.857933154483459,1.9459101490553128,no
technician,single,secondary,no,yes,no,no_aporto_esta_informacion,7,may,no_aporto_esta_informacion,no,30,8.136518252115291,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,33,8.106212902619962,0.6931471805599453,0.0,0.0,no
no_aporto_esta_informacion,married,primary,no,no,no,no_aporto_esta_informacion,4,sep,no_aporto_esta_informacion,no,55,8.153061946801051,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,33,8.400434630806041,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,11,may,no_aporto_esta_informacion,no,42,8.207129168071326,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,3,jun,no_aporto_esta_informacion,no,37,8.338066525518801,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,5,may,no_aporto_esta_informacion,no,59,8.158802490694002,1.3862943611198906,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,19,may,no_aporto_esta_informacion,no,27,8.107720061910534,1.3862943611198906,0.0,0.0,no
student,married,tertiary,yes,yes,no,cellular,18,may,no_aporto_esta_informacion,no,23,8.034306936339489,1.0986122886681098,0.0,0.0,no
management,divorced,tertiary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,51,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,50,8.88723835429314,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,43,8.313607139317558,1.791759469228055,0.0,0.0,no
blue-collar,divorced,primary,no,yes,no,telephone,11,may,no_aporto_esta_informacion,no,37,8.249575150000199,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,28,aug,no_aporto_esta_informacion,no,34,8.944158830970403,2.19722457733622,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,41,8.753213480544126,1.3862943611198906,0.0,0.0,no
student,single,secondary,no,no,no,cellular,7,may,no_aporto_esta_informacion,no,26,8.187021067343505,1.3862943611198906,0.0,0.0,no
management,divorced,tertiary,no,no,no,no_aporto_esta_informacion,8,jun,no_aporto_esta_informacion,no,49,8.459564078579602,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,29,8.348301054933943,0.6931471805599453,0.0,0.0,yes
management,single,tertiary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,30,8.153925132007862,1.6094379124341005,0.0,0.0,no
services,divorced,secondary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,38,8.320448113956559,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,no,no,telephone,24,mar,no_aporto_esta_informacion,no,58,8.139148678884066,1.0986122886681098,0.0,0.0,no
student,single,no_aporto_esta_informacion,no,no,no,cellular,25,aug,failure,yes,34,8.432941638968646,0.6931471805599453,4.770684624465665,0.6931471805599453,no
services,divorced,no_aporto_esta_informacion,no,yes,no,cellular,28,jul,no_aporto_esta_informacion,no,53,8.372629740224884,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,5,aug,otro_resultado,yes,50,8.73165920153676,1.0986122886681098,1.0986122886681098,1.791759469228055,no
blue-collar,single,secondary,no,yes,no,cellular,16,apr,failure,yes,30,8.23217423638394,0.6931471805599453,5.802118375377063,1.0986122886681098,no
management,married,secondary,no,yes,no,cellular,17,apr,failure,yes,40,8.28349412616251,1.0986122886681098,5.54907608489522,0.6931471805599453,no
housemaid,single,secondary,no,no,no,cellular,8,oct,no_aporto_esta_informacion,no,57,8.18004072349016,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,15,may,failure,yes,40,7.6511201757027,1.0986122886681098,5.811140992976701,2.9444389791664403,no
technician,married,secondary,no,yes,yes,cellular,21,nov,failure,yes,41,8.601534339849989,1.3862943611198906,4.762173934797756,1.6094379124341005,no
technician,divorced,no_aporto_esta_informacion,no,yes,no,cellular,8,may,no_aporto_esta_informacion,no,53,8.279950715722526,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,30,jul,no_aporto_esta_informacion,no,48,8.043342170441608,1.6094379124341005,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,13,may,otro_resultado,yes,32,8.184792654165078,1.0986122886681098,5.594711379601839,1.0986122886681098,no
management,married,tertiary,no,yes,no,cellular,14,apr,no_aporto_esta_informacion,no,34,8.29853954537488,0.6931471805599453,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,cellular,28,jul,no_aporto_esta_informacion,no,46,6.863803391452954,1.3862943611198906,0.0,0.0,no
services,divorced,secondary,no,no,yes,cellular,7,jul,no_aporto_esta_informacion,no,45,8.132412674500905,0.6931471805599453,0.0,0.0,no
admin.,single,tertiary,no,yes,no,cellular,30,jan,no_aporto_esta_informacion,no,51,8.11102783819368,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,yes,no,cellular,14,may,no_aporto_esta_informacion,no,31,8.237743803890933,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,4,feb,otro_resultado,yes,47,8.083328608786376,0.6931471805599453,5.513428746164983,0.6931471805599453,no
blue-collar,married,secondary,no,no,no,cellular,12,may,no_aporto_esta_informacion,no,32,8.235095497258357,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,7,may,no_aporto_esta_informacion,no,41,8.129174996911793,0.6931471805599453,0.0,0.0,no
services,single,secondary,no,no,no,no_aporto_esta_informacion,3,jul,no_aporto_esta_informacion,no,37,8.029758520440822,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,no,no,cellular,29,jan,no_aporto_esta_informacion,no,27,8.41715183723601,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,cellular,7,may,otro_resultado,yes,27,8.12355783506165,0.6931471805599453,5.823045895483019,1.0986122886681098,no
management,married,secondary,yes,no,no,cellular,20,nov,no_aporto_esta_informacion,no,50,8.225770799348734,1.791759469228055,0.0,0.0,no
management,single,tertiary,no,yes,no,cellular,2,feb,failure,yes,31,8.139440521874608,1.0986122886681098,5.605802066295998,0.6931471805599453,no
self-employed,married,tertiary,no,no,no,cellular,15,oct,otro_resultado,yes,40,9.740027003383092,0.6931471805599453,4.919980925828125,2.19722457733622,no
management,married,tertiary,no,yes,no,cellular,19,nov,otro_resultado,yes,43,8.464635940677562,0.6931471805599453,5.293304824724492,1.0986122886681098,yes
technician,married,tertiary,no,no,no,telephone,2,feb,no_aporto_esta_informacion,no,39,8.32093496888341,0.6931471805599453,0.0,0.0,no
entrepreneur,single,tertiary,no,no,no,cellular,4,feb,no_aporto_esta_informacion,no,31,8.570165076182343,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,10,jul,no_aporto_esta_informacion,no,48,8.234564993267135,0.6931471805599453,0.0,0.0,no
blue-collar,single,primary,no,no,yes,cellular,29,jul,no_aporto_esta_informacion,no,32,8.34212526333359,2.19722457733622,0.0,0.0,no
unemployed,married,primary,no,yes,no,telephone,30,jan,otro_resultado,yes,47,8.155649270366002,0.6931471805599453,5.488937726156687,0.6931471805599453,no
management,single,tertiary,no,yes,no,cellular,26,aug,no_aporto_esta_informacion,no,35,8.301273485191347,3.1354942159291497,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,7,sep,no_aporto_esta_informacion,no,42,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,no,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,47,8.577535420422398,1.0986122886681098,0.0,0.0,yes
retired,married,secondary,no,no,no,cellular,24,jul,no_aporto_esta_informacion,no,59,8.154212694914229,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,38,8.780326390946605,1.0986122886681098,0.0,0.0,no
unemployed,married,secondary,no,no,no,cellular,29,jul,no_aporto_esta_informacion,no,50,8.534443544822764,1.6094379124341005,0.0,0.0,no
services,single,secondary,no,no,no,cellular,8,jul,no_aporto_esta_informacion,no,27,8.059592328887545,1.0986122886681098,0.0,0.0,no
housemaid,married,primary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,55,8.11102783819368,0.6931471805599453,0.0,0.0,no
services,single,secondary,no,yes,no,cellular,15,may,otro_resultado,yes,39,9.247732491193243,1.3862943611198906,5.8805329864007,1.3862943611198906,yes
technician,single,tertiary,no,no,no,cellular,4,feb,no_aporto_esta_informacion,no,31,8.234564993267135,1.3862943611198906,0.0,0.0,no
entrepreneur,married,tertiary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,37,10.66347529001488,1.0986122886681098,0.0,0.0,no
technician,single,secondary,yes,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,28,8.012018239159062,2.079441541679836,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,20,aug,no_aporto_esta_informacion,no,42,8.230577217146454,1.0986122886681098,0.0,0.0,no
services,divorced,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,40,8.564458383883352,0.6931471805599453,0.0,0.0,no
management,single,secondary,no,yes,yes,cellular,29,jan,failure,yes,59,8.29054350077274,1.0986122886681098,5.560681631015528,1.791759469228055,no
services,single,secondary,no,yes,no,cellular,15,may,no_aporto_esta_informacion,no,40,10.626314887197484,1.3862943611198906,0.0,0.0,no
